Detalle Orden, Numero Orden, Producto ID, Linea Total, Cantidad, Descuento, Precio Unitario, Ganancia
8742,CA-2015-113222,715,10.74,3,0,3.58,5.1552
8743,US-2015-144771,160,11.032,1,0.2,13.79,3.0338
8744,US-2015-144771,1525,53.04,3,0.2,22.1,-4.641
8745,CA-2015-162376,568,17.12,4,0,4.28,4.9648
8746,CA-2015-162376,1038,59.94,3,0,19.98,28.1718
8747,CA-2017-128076,150,210.58,2,0,105.29,12.6348
8748,CA-2017-128076,779,30.96,2,0.2,19.35,10.062
8749,CA-2017-128076,1640,239.984,2,0.2,149.99,38.9974
8750,US-2015-163825,777,3050.376,3,0.2,1270.99,1143.891
8751,US-2015-163825,1859,133.98,2,0,66.99,33.495
8752,CA-2016-105662,1082,93.248,4,0.2,29.14,31.4712
8753,CA-2016-105662,1715,177.48,3,0.2,73.95,19.9665
8754,CA-2017-152198,953,17.712,6,0.2,3.69,5.9778
8755,CA-2017-152198,783,4.86,3,0.7,5.4,-3.564
8756,CA-2017-152198,702,6.258,2,0.7,10.43,-5.215
8757,CA-2016-114307,423,37.68,2,0,18.84,10.5504
8758,CA-2016-114307,1252,51.84,8,0,6.48,24.8832
8759,CA-2016-114307,169,27.42,3,0,9.14,9.3228
8760,CA-2016-114307,721,5.4,3,0,1.8,2.592
8761,CA-2016-159891,777,1270.99,1,0,1270.99,635.495
8762,CA-2016-159891,897,125.36,8,0,15.67,58.9192
8763,CA-2016-112578,1402,14.03,1,0,14.03,4.0687
8764,CA-2016-112578,1441,27.96,2,0,13.98,7.2696
8765,CA-2015-107083,549,5.344,2,0.2,3.34,0.7348
8766,CA-2015-107083,664,1.696,2,0.8,4.24,-2.544
8767,CA-2015-107083,461,24.588,3,0.8,40.98,-67.617
8768,CA-2015-107083,730,7.98,5,0.8,7.98,-13.167
8769,CA-2015-151722,1480,288,4,0.2,90,57.6
8770,CA-2016-151148,1746,146.952,3,0.2,61.23,9.1845
8771,CA-2016-151148,86,83.136,4,0.2,25.98,5.196
8772,CA-2017-115882,430,942.784,4,0.2,294.62,94.2784
8773,CA-2017-115882,1085,74.352,3,0.2,30.98,23.235
8774,CA-2015-132276,392,26.88,6,0,4.48,6.72
8775,CA-2015-132276,761,10.896,2,0.2,6.81,3.8136
8776,CA-2016-163636,523,3.536,2,0.2,2.21,0.3094
8777,CA-2016-102813,60,528.43,5,0.3,150.98,0
8778,CA-2016-102813,1054,41.472,8,0.2,6.48,14.5152
8779,CA-2017-135377,40,287.976,3,0.2,119.99,7.1994
8780,CA-2015-165813,1410,29.304,3,0.2,12.21,2.5641
8781,CA-2015-133585,592,55.328,2,0.2,34.58,6.2244
8782,CA-2015-133585,14,1227.9984,6,0.32,300.98,-36.1176
8783,CA-2016-116911,688,20.416,4,0.2,6.38,6.6352
8784,CA-2016-116911,356,1128.39,3,0,376.13,259.5297
8785,US-2017-129224,987,4.608,2,0.2,2.88,1.6704
8786,CA-2017-145765,1719,195.96,5,0.2,48.99,19.596
8787,CA-2017-145765,1109,15.552,3,0.2,6.48,5.4432
8788,CA-2017-145765,1478,271.968,4,0.2,84.99,54.3936
8789,CA-2017-126914,63,698.352,3,0.2,290.98,52.3764
8790,CA-2017-126914,4,77.728,2,0.2,48.58,-3.8864
8791,CA-2015-169572,749,46.62,9,0,5.18,21.4452
8792,CA-2017-162075,1732,537.544,7,0.2,95.99,47.0351
8793,CA-2014-162992,970,14.62,2,0,7.31,6.8714
8794,CA-2014-162992,939,22.55,5,0,4.51,8.7945
8795,CA-2014-162992,1749,583.8,5,0.2,145.95,72.975
8796,CA-2014-162992,1754,211.168,4,0.2,65.99,15.8376
8797,CA-2016-106397,1219,12.96,2,0,6.48,6.2208
8798,CA-2016-106397,624,45.98,2,0,22.99,12.8744
8799,US-2016-150140,1776,1294.75,5,0,258.95,336.635
8800,CA-2014-116666,1605,1799.97,5,0.4,599.99,239.996
8801,CA-2017-148992,1259,10.688,2,0.2,6.68,3.7408
8802,CA-2016-140935,1700,221.98,2,0,110.99,62.1544
8803,CA-2016-140935,39,341.96,2,0,170.98,54.7136
8804,CA-2014-157644,1566,34.77,3,0,11.59,11.4741
8805,CA-2014-157644,986,18.9,3,0,6.3,8.694
8806,US-2017-100398,728,102.72,3,0.2,42.8,37.236
8807,CA-2016-113082,237,40.48,2,0,20.24,14.5728
8808,US-2017-110646,819,33.282,3,0.7,36.98,-27.735
8809,US-2017-110646,1788,118.65,5,0.4,39.55,19.775
8810,US-2017-110646,964,14.76,5,0.2,3.69,4.9815
8811,CA-2017-120614,1283,37.52,4,0,9.38,18.0096
8812,US-2016-140172,462,207.144,3,0.1,76.72,48.3336
8813,US-2016-140172,560,13.9,5,0,2.78,3.753
8814,CA-2015-127754,102,266.352,3,0.2,110.98,13.3176
8815,CA-2015-144274,1797,307.98,2,0,153.99,89.3142
8816,CA-2015-144274,1112,44.1,6,0,7.35,20.727
8817,CA-2015-144274,536,13.12,4,0,3.28,5.6416
8818,CA-2015-144274,884,16.56,2,0,8.28,7.7832
8819,CA-2015-144274,1219,38.88,6,0,6.48,18.6624
8820,CA-2015-142930,1217,335.52,4,0.2,104.85,117.432
8821,CA-2017-100622,1611,959.984,2,0.2,599.99,311.9948
8822,CA-2017-100622,761,4.086,2,0.7,6.81,-2.9964
8823,CA-2017-100622,608,55.984,2,0.2,34.99,4.1988
8824,CA-2017-100622,1193,10.688,2,0.2,6.68,3.7408
8825,CA-2017-117156,889,8.856,3,0.2,3.69,2.8782
8826,CA-2015-115399,987,6.912,3,0.2,2.88,2.5056
8827,US-2014-157847,1196,26.72,5,0.2,6.68,9.352
8828,US-2014-157847,1113,33.488,7,0.2,5.98,10.465
8829,CA-2015-115168,1055,10.56,2,0,5.28,4.752
8830,CA-2014-109680,1357,386.34,2,0,193.17,54.0876
8831,CA-2016-167983,792,33.44,10,0.2,4.18,11.704
8832,CA-2015-145324,236,39.96,2,0,19.98,14.3856
8833,CA-2015-153423,658,1217.568,2,0.2,760.98,456.588
8834,US-2017-132675,1419,15.51,1,0,15.51,3.8775
8835,US-2017-132675,1801,89.9,2,0,44.95,25.172
8836,US-2017-132675,490,14.28,4,0,3.57,3.7128
8837,US-2017-132675,474,12.72,3,0,4.24,4.9608
8838,US-2017-132675,996,15.75,5,0,3.15,7.56
8839,CA-2014-153808,528,70.95,3,0,23.65,18.447
8840,CA-2014-153808,748,65.568,2,0.2,40.98,23.7684
8841,CA-2014-153808,1577,299.97,3,0,99.99,131.9868
8842,US-2016-112396,1567,89.97,3,0,29.99,39.5868
8843,US-2016-112396,1593,31.86,2,0,15.93,11.151
8844,CA-2014-141173,1322,67.15,5,0,13.43,16.7875
8845,CA-2017-156664,812,7.236,3,0.7,8.04,-6.03
8846,CA-2017-156664,930,4.824,3,0.2,2.01,1.7487
8847,CA-2017-156664,1158,91.36,5,0.2,22.84,29.692
8848,CA-2017-156664,465,130.112,2,0.2,81.32,13.0112
8849,CA-2015-140718,1811,74.24,1,0.2,92.8,8.352
8850,CA-2015-140718,140,159.84,10,0.2,19.98,45.954
8851,CA-2015-140718,836,2.892,2,0.7,4.82,-2.3136
8852,CA-2015-140718,1162,9.392,2,0.2,5.87,3.2872
8853,CA-2014-119977,1234,123.92,4,0,30.98,55.764
8854,US-2015-115343,1426,55.6,5,0.2,13.9,6.255
8855,US-2015-115343,1570,617.976,3,0.2,257.49,-7.7247
8856,CA-2017-163671,707,21.312,3,0.2,8.88,7.992
8857,CA-2017-135909,1527,209.94,6,0,34.99,39.8886
8858,CA-2017-135909,1803,31.984,2,0.2,19.99,-7.996
8859,CA-2017-135909,777,5083.96,5,0.2,1270.99,1906.485
8860,US-2017-114356,1801,35.96,1,0.2,44.95,3.596
8861,CA-2015-125934,952,31.05,3,0,10.35,14.904
8862,CA-2015-125934,212,8.92,4,0,2.23,3.9248
8863,CA-2015-125934,830,209.6,4,0,52.4,96.416
8864,CA-2015-125934,455,111.04,4,0,27.76,29.9808
8865,CA-2015-125934,1059,38.88,6,0,6.48,18.6624
8866,CA-2015-158148,448,36.27,3,0,12.09,10.881
8867,CA-2014-120411,41,493.43,5,0.3,140.98,-70.49
8868,CA-2014-120411,1759,11.12,2,0.2,6.95,3.475
8869,CA-2016-158260,1654,686.4,2,0.2,429,77.22
8870,CA-2017-101805,720,15.92,5,0.2,3.98,5.373
8871,CA-2017-101805,138,70.68,12,0,5.89,31.0992
8872,CA-2017-101805,1380,541.24,4,0,135.31,5.4124
8873,US-2014-105137,1645,101.994,2,0.7,169.99,-71.3958
8874,US-2014-105137,738,18.264,2,0.7,30.44,-13.3936
8875,CA-2017-142489,785,21.99,5,0.8,21.99,-32.985
8876,US-2016-141264,1445,185.376,2,0.2,115.86,-34.758
8877,US-2016-141264,430,58.924,1,0.8,294.62,-153.2024
8878,CA-2017-126928,1677,480,4,0,120,225.6
8879,CA-2017-126928,1308,34.05,3,0,11.35,9.534
8880,US-2015-107944,1065,192.72,11,0,17.52,92.5056
8881,US-2015-107944,1477,239.97,3,0,79.99,86.3892
8882,CA-2016-135594,1549,50.12,7,0.2,8.95,-0.6265
8883,US-2017-115252,1829,15.984,2,0.2,9.99,1.3986
8884,US-2017-115252,1118,14.352,3,0.2,5.98,4.485
8885,CA-2014-107398,718,6.528,4,0.7,5.44,-4.5696
8886,CA-2014-107398,809,2.862,3,0.7,3.18,-2.2896
8887,CA-2014-107398,727,20.856,8,0.7,8.69,-16.6848
8888,CA-2014-169642,1376,276.28,2,0,138.14,0
8889,CA-2017-103968,257,629.64,9,0,69.96,107.0388
8890,CA-2016-147256,1798,449.97,3,0,149.99,220.4853
8891,CA-2016-147256,443,1927.59,7,0,275.37,751.7601
8892,CA-2016-162159,66,121.78,2,0,60.89,30.445
8893,CA-2015-111038,117,2676.672,9,0.2,371.76,267.6672
8894,CA-2014-124723,327,489.23,2,0.3,349.45,41.934
8895,CA-2016-167241,289,312.03,3,0,104.01,43.6842
8896,CA-2016-167241,1345,17.94,3,0,5.98,3.0498
8897,CA-2016-167241,1848,165.6,3,0.2,69,10.35
8898,CA-2016-167241,1283,37.52,4,0,9.38,18.0096
8899,CA-2015-163237,1816,494.97,3,0,164.99,148.491
8900,CA-2015-163237,1009,25.06,2,0,12.53,11.7782
8901,CA-2016-150483,181,32.064,3,0.6,26.72,-12.8256
8902,CA-2016-150483,1135,18.496,4,0.2,5.78,6.7048
8903,CA-2016-150483,55,191.079,3,0.3,90.99,-38.2158
8904,CA-2016-150483,1275,10.368,2,0.2,6.48,3.6288
8905,US-2016-126431,965,30.53,1,0,30.53,14.0438
8906,US-2016-126431,1505,30.84,3,0,10.28,6.168
8907,US-2016-126431,1142,75.06,9,0,8.34,33.777
8908,CA-2016-139934,1731,66.976,7,0.2,11.96,6.6976
8909,CA-2015-109603,1232,182.72,8,0,22.84,84.0512
8910,CA-2017-160661,980,21.93,3,0,7.31,10.3071
8911,CA-2017-102610,1466,95.976,3,0.2,39.99,15.5961
8912,CA-2017-102610,1682,143.928,9,0.2,19.99,-32.3838
8913,CA-2017-102610,821,3.564,2,0.7,5.94,-2.97
8914,CA-2017-102610,974,4.928,2,0.2,3.08,1.7248
8915,US-2016-144057,1343,856.656,6,0.2,178.47,107.082
8916,US-2016-144057,753,13.184,4,0.8,16.48,-20.4352
8917,US-2016-144057,387,48.784,4,0.8,60.98,-131.7168
8918,US-2016-144057,1260,76.64,2,0.2,47.9,26.824
8919,US-2016-144057,734,18.528,6,0.8,15.44,-27.792
8920,CA-2014-160276,250,177.68,2,0,88.84,46.1968
8921,CA-2014-132983,1477,159.98,2,0,79.99,57.5928
8922,CA-2016-145709,1800,52.68,3,0.2,21.95,19.755
8923,CA-2016-145709,240,11.568,3,0.2,4.82,2.6028
8924,CA-2017-133928,696,4.572,4,0.7,3.81,-3.81
8925,CA-2016-168032,1837,1439.968,4,0.2,449.99,143.9968
8926,CA-2016-168032,659,1.728,3,0.8,2.88,-2.6784
8927,CA-2016-168032,367,626.1,3,0.5,417.4,-538.446
8928,CA-2015-143616,544,99.2,5,0,19.84,25.792
8929,US-2015-168704,322,609.98,4,0.3,217.85,-113.282
8930,US-2015-168704,343,211.372,2,0.3,150.98,-45.294
8931,US-2015-168704,1712,239.976,3,0.2,99.99,17.9982
8932,CA-2017-143252,174,99.95,5,0,19.99,22.9885
8933,CA-2017-143252,1526,29.34,3,0,9.78,10.8558
8934,CA-2016-102134,269,16.74,2,0,8.37,4.3524
8935,CA-2017-130036,1055,12.672,3,0.2,5.28,3.96
8936,CA-2017-130036,1511,1119.888,14,0.2,99.99,209.979
8937,CA-2015-134117,605,204.85,5,0,40.97,53.261
8938,CA-2015-134117,1857,135.984,2,0.2,84.99,16.998
8939,CA-2015-134117,536,16.4,5,0,3.28,7.052
8940,CA-2015-134117,722,92.96,2,0.2,58.1,31.374
8941,CA-2014-130918,1447,7.632,3,0.2,3.18,-1.8126
8942,CA-2016-159023,750,4.158,7,0.7,1.98,-3.465
8943,CA-2016-159023,1659,179.991,3,0.7,199.99,-251.9874
8944,CA-2017-111717,72,239.358,3,0.3,113.98,-47.8716
8945,CA-2014-154592,1019,164.88,3,0,54.96,80.7912
8946,CA-2014-128622,1433,10.95,3,0,3.65,3.285
8947,CA-2017-148355,1146,19.44,3,0,6.48,9.3312
8948,CA-2017-148355,646,12.3,5,0,2.46,6.15
8949,CA-2014-132913,447,13.97,1,0,13.97,3.6322
8950,CA-2017-150910,350,934.956,6,0.4,259.71,-249.3216
8951,CA-2017-150910,1485,46.864,2,0.2,29.29,7.6154
8952,CA-2017-150910,1323,26.16,3,0.2,10.9,1.962
8953,CA-2017-150910,517,23.128,7,0.2,4.13,2.891
8954,CA-2017-150910,446,59.24,5,0.2,14.81,16.291
8955,CA-2014-156790,4,155.456,4,0.2,48.58,-7.7728
8956,CA-2014-126480,1274,8.56,2,0,4.28,3.852
8957,CA-2017-105620,317,21,3,0.2,8.75,5.775
8958,CA-2017-105620,1677,120,2,0.5,120,-7.2
8959,CA-2017-150266,1808,299.96,5,0.2,74.99,37.495
8960,CA-2017-150266,437,67.84,5,0.8,67.84,-179.776
8961,CA-2017-150266,85,853.93,5,0.3,243.98,-24.398
8962,CA-2017-150266,529,18.688,4,0.2,5.84,3.7376
8963,CA-2016-157280,305,273.96,2,0,136.98,71.2296
8964,CA-2016-157280,1460,89.97,3,0,29.99,18.8937
8965,CA-2016-157280,274,756.8,5,0,151.36,75.68
8966,CA-2017-106691,644,1.248,2,0.8,3.12,-1.9344
8967,CA-2016-134180,1480,72,1,0.2,90,14.4
8968,CA-2016-134180,134,470.155,7,0.3,95.95,-13.433
8969,CA-2014-166730,1374,39.128,1,0.2,48.91,-8.8038
8970,CA-2017-157469,526,19.728,9,0.2,2.74,1.7262
8971,CA-2017-157469,1844,151.188,2,0.4,125.99,-25.198
8972,CA-2017-122308,60,271.764,2,0.1,150.98,60.392
8973,US-2014-149034,1546,47.496,1,0.2,59.37,-1.1874
8974,CA-2017-159226,48,344.981,7,0.15,57.98,28.4102
8975,CA-2017-156622,1050,36.288,7,0.2,6.48,12.7008
8976,CA-2017-156622,1192,78.304,2,0.2,48.94,29.364
8977,CA-2017-156622,352,127.785,1,0.3,182.55,-31.0335
8978,CA-2017-156622,787,6.104,2,0.8,15.26,-9.156
8979,CA-2014-119529,659,5.76,2,0,2.88,2.8224
8980,CA-2015-150413,655,1.72,1,0.8,8.6,-2.838
8981,CA-2014-108182,687,8.952,2,0.8,22.38,-14.7708
8982,CA-2016-110898,412,2.334,3,0.8,3.89,-6.3018
8983,CA-2016-110898,834,1.728,4,0.8,2.16,-2.7648
8984,CA-2016-110898,271,159.04,5,0.6,79.52,-194.824
8985,CA-2016-110898,323,145.98,2,0.5,145.98,-99.2664
8986,CA-2015-123092,146,77.952,3,0.2,32.48,12.6672
8987,CA-2015-123092,708,95.97,5,0.7,63.98,-73.577
8988,CA-2015-123092,1738,105.584,2,0.2,65.99,9.2386
8989,CA-2015-123092,613,9.344,2,0.2,5.84,1.168
8990,US-2015-128587,245,9.68,2,0,4.84,3.7752
8991,US-2015-128587,1612,4899.93,7,0,699.99,2302.9671
8992,US-2017-139577,1592,104.75,5,0,20.95,21.9975
8993,CA-2017-159100,1563,18.528,2,0.2,11.58,4.4004
8994,CA-2017-159100,339,1875.258,7,0.4,446.49,-968.8833
8995,CA-2014-109043,1041,91.36,5,0.2,22.84,29.692
8996,CA-2014-109043,469,152.24,5,0.2,38.06,17.127
8997,US-2017-116491,1844,35.184,2,0.2,21.99,12.3144
8998,CA-2017-122763,1049,56.704,2,0.2,35.44,19.1376
8999,CA-2017-122763,1169,274.064,7,0.2,48.94,102.774
9000,CA-2017-137785,71,458.43,5,0.3,130.98,-124.431
9001,CA-2014-133389,698,8.226,3,0.7,9.14,-6.0324
9002,CA-2014-103807,1464,5.95,1,0,5.95,0.833
9003,CA-2014-103807,1157,15.24,3,0,5.08,7.1628
9004,CA-2015-102855,1507,239.94,6,0,39.99,26.3934
9005,CA-2015-102855,555,23.84,8,0,2.98,6.4368
9006,CA-2017-107825,1335,92.52,6,0,15.42,24.9804
9007,CA-2017-107825,1318,37.76,1,0,37.76,10.5728
9008,CA-2017-107825,995,7.38,2,0,3.69,3.4686
9009,CA-2017-107825,144,5.82,2,0,2.91,2.7354
9010,CA-2017-106047,1074,3.816,1,0.2,4.77,1.1925
9011,CA-2017-127803,714,26.16,4,0,6.54,12.8184
9012,CA-2015-137071,1580,100.8,2,0.2,63,21.42
9013,CA-2016-121447,198,135.8,7,0,19.4,66.542
9014,CA-2017-143084,560,13.9,5,0,2.78,3.753
9015,CA-2017-143084,881,19.4,5,0,3.88,9.312
9016,CA-2016-131639,704,13.488,2,0.2,8.43,4.3836
9017,CA-2016-131639,671,11.416,1,0.2,14.27,3.8529
9018,CA-2016-161361,1134,17.64,3,0,5.88,8.6436
9019,CA-2016-161361,731,17.04,3,0.2,7.1,5.538
9020,CA-2014-100706,1494,99.98,2,0,49.99,7.9984
9021,CA-2014-100706,219,29.46,6,0,4.91,9.7218
9022,CA-2015-129525,728,166.92,13,0.7,42.8,-116.844
9023,US-2016-141880,207,98.328,3,0.2,40.97,9.8328
9024,CA-2015-165799,71,117.882,1,0.1,130.98,1.3098
9025,CA-2016-102127,1517,20.97,3,0,6.99,9.0171
9026,CA-2016-102127,1469,139.96,4,0,34.99,9.7972
9027,CA-2016-102127,282,37.74,3,0,12.58,12.8316
9028,US-2016-152415,232,14.82,3,0,4.94,6.2244
9029,US-2016-152415,312,191.82,3,0,63.94,61.3824
9030,CA-2014-138198,727,13.904,2,0.2,8.69,4.5188
9031,CA-2017-128041,396,314.6,4,0,78.65,103.818
9032,CA-2017-128041,345,283.56,4,0,70.89,45.3696
9033,CA-2017-105823,56,487.96,2,0,243.98,146.388
9034,CA-2014-152268,692,1793.98,2,0,896.99,843.1706
9035,CA-2015-148873,766,2.992,4,0.8,3.74,-4.488
9036,CA-2015-148873,1568,108.768,4,0.2,33.99,2.7192
9037,CA-2015-166492,1165,25.92,4,0,6.48,12.4416
9038,CA-2015-166492,1362,22.58,2,0,11.29,5.8708
9039,CA-2017-157420,1813,55.176,3,0.2,22.99,-12.4146
9040,CA-2016-117121,658,9892.74,13,0,760.98,4946.37
9041,CA-2014-138177,372,73.915,1,0.5,147.83,-45.8273
9042,CA-2014-114335,149,337.088,4,0.2,105.34,16.8544
9043,CA-2015-168760,466,61.44,3,0,20.48,16.5888
9044,CA-2016-168830,1572,479.97,3,0,159.99,163.1898
9045,CA-2017-137463,766,5.984,2,0.2,3.74,2.244
9046,CA-2017-137463,1467,189.95,5,0,37.99,45.588
9047,CA-2017-137463,1460,149.95,5,0,29.99,31.4895
9048,CA-2017-137463,542,29.95,5,0,5.99,8.6855
9049,CA-2017-137463,990,44.4,3,0,14.8,22.2
9050,CA-2014-124513,565,66.03,3,0,22.01,17.1678
9051,CA-2015-165554,1229,10.86,2,0,5.43,5.3214
9052,CA-2014-141838,617,3.36,2,0,1.68,0.84
9053,CA-2014-141838,768,27.936,4,0.2,8.73,9.4284
9054,CA-2014-141838,1833,28.784,2,0.2,17.99,2.8784
9055,CA-2017-117009,1431,21.96,2,0,10.98,6.1488
9056,CA-2015-128993,1578,21.98,2,0,10.99,8.5722
9057,CA-2015-160227,83,2621.322,11,0.1,264.78,553.3902
9058,CA-2015-149097,258,74.76,7,0,10.68,23.9232
9059,CA-2015-149097,325,364.776,3,0.2,151.99,27.3582
9060,CA-2016-132304,373,1115.17,7,0,159.31,334.551
9061,CA-2015-136420,754,89.696,4,0.2,28.03,33.636
9062,CA-2015-136420,981,50.12,4,0,12.53,23.5564
9063,CA-2016-101623,937,36.48,6,0,6.08,18.24
9064,US-2014-151015,1176,322.192,13,0.2,30.98,100.685
9065,US-2014-151015,654,2.946,3,0.8,4.91,-4.8609
9066,US-2014-151015,1088,19.136,4,0.2,5.98,6.9368
9067,CA-2017-152968,1473,23.08,2,0,11.54,6.924
9068,CA-2016-150077,1794,90.48,2,0,45.24,23.5248
9069,CA-2016-106278,101,215.976,3,0.2,89.99,-2.6997
9070,CA-2016-106278,887,65.94,3,0,21.98,30.9918
9071,CA-2017-147550,202,11.352,3,0.2,4.73,2.6961
9072,CA-2015-136105,1371,24.56,2,0,12.28,6.8768
9073,CA-2016-142524,884,16.56,2,0,8.28,7.7832
9074,CA-2016-142524,1461,279.95,5,0,55.99,67.188
9075,CA-2014-136336,1376,828.84,6,0,138.14,0
9076,US-2015-136259,665,7.218,3,0.7,8.02,-5.5338
9077,US-2015-136259,1453,27.2,4,0.2,8.5,2.04
9078,US-2014-124625,1557,89.97,3,0,29.99,18.8937
9079,CA-2016-108105,271,318.08,4,0,79.52,34.9888
9080,CA-2016-108105,736,5.8,1,0,5.8,2.61
9081,CA-2017-166898,1778,143.952,6,0.2,29.99,17.994
9082,CA-2017-166898,1165,19.44,3,0,6.48,9.3312
9083,CA-2017-169005,478,5.56,2,0,2.78,1.4456
9084,CA-2015-104038,1374,146.73,3,0,48.91,2.9346
9085,CA-2015-104038,1187,29.9,5,0,5.98,13.455
9086,CA-2016-126102,818,276.784,2,0.2,172.99,89.9548
9087,CA-2016-143406,411,93.032,2,0.8,232.58,-251.1864
9088,CA-2016-143406,57,454.965,5,0.3,129.99,-136.4895
9089,CA-2015-150308,1723,246.168,3,0.2,102.57,21.5397
9090,CA-2016-131093,1381,295.4,5,0.2,73.85,-62.7725
9091,US-2017-148831,1383,348.56,8,0,43.57,104.568
9092,CA-2015-162950,1208,15.552,3,0.2,6.48,5.4432
9093,CA-2015-162950,15,482.94,6,0.5,160.98,-376.6932
9094,US-2015-132836,1717,299.98,2,0,149.99,83.9944
9095,US-2015-132836,813,403.68,6,0,67.28,181.656
9096,US-2015-132836,1718,41.9,2,0,20.95,11.732
9097,US-2015-132836,1002,28.91,7,0,4.13,13.2986
9098,US-2014-158365,1036,32.4,5,0,6.48,15.552
9099,CA-2017-152933,1754,369.544,7,0.2,65.99,27.7158
9100,CA-2017-152933,1139,10.368,2,0.2,6.48,3.7584
9101,CA-2017-152933,1548,791.88,3,0.2,329.95,128.6805
9102,CA-2015-163181,527,23.64,3,0.2,9.85,5.319
9103,CA-2015-163181,1353,84.784,2,0.2,52.99,-16.9568
9104,CA-2015-163181,143,64.96,5,0.6,32.48,-84.448
9105,CA-2015-163181,656,32.06,10,0.8,16.03,-51.296
9106,CA-2015-163181,1296,177.648,2,0.2,111.03,-28.8678
9107,CA-2015-163181,1629,287.91,3,0.4,159.95,33.5895
9108,CA-2015-132941,1441,22.368,2,0.2,13.98,1.6776
9109,CA-2015-132941,1156,32.368,7,0.2,5.78,11.7334
9110,CA-2015-132941,1551,207.984,2,0.2,129.99,36.3972
9111,CA-2014-132010,883,36.4,5,0,7.28,17.472
9112,CA-2014-132010,1500,22.96,2,0,11.48,4.3624
9113,CA-2014-132010,1398,315.2,4,0,78.8,6.304
9114,CA-2014-132010,739,15.18,3,0,5.06,7.1346
9115,CA-2016-135461,1832,623.96,5,0.2,155.99,38.9975
9116,CA-2017-153045,1743,429.6,2,0.4,358,-93.08
9117,CA-2017-153045,236,31.968,2,0.2,19.98,6.3936
9118,CA-2017-153045,54,887.271,3,0.3,422.51,-63.3765
9119,CA-2017-153045,1228,21.696,4,0.2,6.78,7.0512
9120,US-2016-155971,954,22.05,7,0,3.15,10.584
9121,US-2016-155971,1029,99.9,5,0,19.98,46.953
9122,CA-2017-122007,386,90.86,7,0,12.98,26.3494
9123,CA-2017-162250,1155,7.78,1,0,7.78,3.501
9124,US-2016-158288,773,78.759,9,0.7,29.17,-57.7566
9125,CA-2016-128916,205,9.552,3,0.6,7.96,-3.8208
9126,CA-2016-128916,153,5.344,4,0.6,3.34,-2.1376
9127,CA-2015-157028,619,8.28,2,0,4.14,3.4776
9128,CA-2017-112473,1360,50.136,3,0.2,20.89,-11.2806
9129,US-2017-147655,757,88.074,7,0.7,41.94,-58.716
9130,CA-2016-130911,42,301.47,3,0.5,200.98,-241.176
9131,CA-2016-130911,487,18.656,2,0.2,11.66,1.6324
9132,CA-2017-100055,184,27.46,2,0,13.73,9.8856
9133,CA-2017-100055,408,125.13,3,0,41.71,36.2877
9134,CA-2015-157805,1842,555.96,5,0.2,138.99,41.697
9135,CA-2016-124254,1341,129.552,3,0.2,53.98,-22.6716
9136,CA-2016-124254,1293,51.984,1,0.2,64.98,-5.1984
9137,CA-2016-124254,1076,10.272,3,0.2,4.28,3.4668
9138,CA-2014-123400,663,18.336,2,0.7,30.56,-12.224
9139,CA-2014-123400,1794,180.96,5,0.2,45.24,13.572
9140,CA-2014-106971,1478,475.944,7,0.2,84.99,95.1888
9141,CA-2017-123029,1532,159.98,2,0,79.99,47.994
9142,CA-2016-139409,1826,43.6,4,0,10.9,12.208
9143,US-2017-166688,804,8.288,2,0.2,5.18,3.0044
9144,US-2017-166688,1832,1123.128,9,0.2,155.99,70.1955
9145,US-2017-166688,386,64.9,5,0,12.98,18.821
9146,CA-2015-126970,643,2.808,3,0.8,4.68,-4.4928
9147,US-2016-165505,1544,99.98,2,0,49.99,42.9914
9148,US-2016-165505,582,8.04,6,0,1.34,2.7336
9149,US-2016-165505,1348,1564.29,13,0,120.33,406.7154
9150,US-2014-157070,713,138.56,4,0,34.64,66.5088
9151,US-2014-157070,471,65.52,5,0.1,14.56,12.376
9152,US-2015-106873,572,14.576,2,0.2,9.11,2.3686
9153,US-2015-106873,1528,23.2,2,0.2,14.5,1.45
9154,US-2015-106873,514,16.464,7,0.2,2.94,1.8522
9155,CA-2016-132990,312,19.312,2,0.2,12.07,3.1382
9156,CA-2014-102645,1130,40.08,6,0,6.68,19.2384
9157,CA-2014-134215,402,101.96,2,0,50.98,27.5292
9158,CA-2014-134215,1261,259.74,13,0,19.98,124.6752
9159,CA-2014-134215,1533,255.42,9,0,28.38,104.7222
9160,CA-2016-118934,770,4.338,3,0.7,4.82,-3.0366
9161,CA-2016-118934,824,11.88,5,0.7,7.92,-7.92
9162,CA-2016-160108,33,405.86,7,0,57.98,32.4688
9163,CA-2016-160108,90,680.01,3,0,226.67,176.8026
9164,CA-2015-164007,1560,2.376,3,0.2,0.99,0.7425
9165,CA-2015-164007,454,143.128,2,0.8,357.82,-393.602
9166,CA-2016-100300,1628,4476.8,4,0.2,1399,503.64
9167,CA-2016-100300,1047,104.85,1,0,104.85,50.328
9168,CA-2016-100300,401,241.44,3,0,80.48,72.432
9169,CA-2016-140571,1144,319.76,14,0,22.84,147.0896
9170,CA-2016-140571,1144,45.68,2,0,22.84,21.0128
9171,US-2016-155768,156,31.96,2,0,15.98,1.598
9172,US-2016-155768,1100,47.9,1,0,47.9,22.992
9173,US-2016-155768,1365,1112.94,3,0,370.98,222.588
