Producto ID;Numero Producto;Producto Sub Categoria ID;Nombre Producto
1361;05.2.1;11.05.21.1;Enalapril + Hydrochlorothiazide / HCTZ
1362;05.2.1;11.05.21.1;Enalapril Maleate- type 1
1363;05.2.1;11.05.21.1;Enalapril Maleate- type 2
1364;05.2.1;11.05.21.1;Felodipine
1365;05.2.1;11.05.21.1;Fentanyl
1366;05.2.1;11.05.21.1;Finasteride
1367;05.2.1;11.05.21.1;Fluconazole
1368;05.2.1;11.05.21.1;Fluoxetine
1369;05.2.1;11.05.21.1;Formoterol
1370;05.2.1;11.05.21.1;Furosemide- type 1
1371;05.2.1;11.05.21.1;Furosemide- type 2
1372;05.2.1;11.05.21.1;Gabapentin
1373;05.2.1;11.05.21.1;Ibuprofen- type 1
1374;05.2.1;11.05.21.1;Ibuprofen- type 2
1375;05.2.1;11.05.21.1;Ibuprofen- type 3
1376;05.2.1;11.05.21.1;Indapamide- type 1
1377;05.2.1;11.05.21.1;Indapamide- type 2
1378;05.2.1;11.05.21.1;Lansoprazole
1379;05.2.1;11.05.21.1;Loratadine- type 1
1380;05.3.1;11.05.31.1;Loratadine- type 2
1381;05.3.1;11.05.31.1;Lorazepam
1382;05.3.1;11.05.31.1;Losartan- type 1
1383;05.3.1;11.05.31.1;Losartan- type 2
1384;05.3.1;11.05.31.1;Metformin- type 1
1385;05.3.1;11.05.31.1;Metformin- type 2
1386;05.3.1;11.05.31.1;Metformin- type 3
1387;05.3.1;11.05.31.1;Metformin- type 4
1388;05.3.1;11.05.31.1;Mirtazapine
1389;05.3.1;11.05.31.1;Omeprazol- type 3
1390;05.3.1;11.05.31.1;Omeprazol- type 4
1391;05.3.1;11.05.31.1;Omeprazol- type 5
1392;05.3.1;11.05.31.1;Paracetamol- type 1
1393;05.3.1;11.05.31.1;Paracetamol- type 2
1394;05.3.1;11.05.31.1;Paroxetine
1395;05.3.1;11.05.31.1;Pharmaceutical- classified- 1
1396;05.3.1;11.05.31.1;Pharmaceutical- classified- 10
1397;05.3.1;11.05.31.1;Pharmaceutical- classified- 11
1398;05.3.1;11.05.31.1;Pharmaceutical- classified- 12
1399;05.3.1;11.05.31.1;Pharmaceutical- classified- 13
1400;05.3.1;11.05.31.1;Pharmaceutical- classified- 14
1401;05.3.1;11.05.31.1;Pharmaceutical- classified- 15
1402;05.3.1;11.05.31.1;Pharmaceutical- classified- 16
1403;05.3.1;11.05.31.1;Pharmaceutical- classified- 17
1404;05.3.1;11.05.31.1;Pharmaceutical- classified- 18
1405;05.3.1;11.05.31.1;Pharmaceutical- classified- 19
1406;05.3.1;11.05.31.1;Pharmaceutical- classified- 2
1407;05.3.1;11.05.31.1;Pharmaceutical- classified- 20
1408;05.3.1;11.05.31.1;Pharmaceutical- classified- 21
1409;05.3.1;11.05.31.1;Pharmaceutical- classified- 22
1410;05.3.1;11.05.31.1;Pharmaceutical- classified- 23
1411;05.3.1;11.05.31.1;Pharmaceutical- classified- 24
1412;05.3.1;11.05.31.1;Pharmaceutical- classified- 25
1413;05.3.1;11.05.31.1;Pharmaceutical- classified- 26
1414;05.3.1;11.05.31.1;Pharmaceutical- classified- 27
1415;05.3.1;11.05.31.1;Pharmaceutical- classified- 28
1416;05.3.1;11.05.31.1;Pharmaceutical- classified- 29
1417;05.3.1;11.05.31.1;Pharmaceutical- classified- 3
1418;05.3.1;11.05.31.1;Pharmaceutical- classified- 30
1419;05.3.1;11.05.31.1;Pharmaceutical- classified- 31
1420;05.3.1;11.05.31.1;Pharmaceutical- classified- 32
1421;05.3.1;11.05.31.1;Pharmaceutical- classified- 33
1422;05.3.1;11.05.31.1;Pharmaceutical- classified- 34
1423;05.3.1;11.05.31.1;Pharmaceutical- classified- 35
1424;05.3.1;11.05.31.1;Pharmaceutical- classified- 36
1425;05.3.1;11.05.31.1;Pharmaceutical- classified- 37
1426;05.3.1;11.05.31.1;Pharmaceutical- classified- 38
1427;05.3.1;11.05.31.1;Pharmaceutical- classified- 39
1428;05.3.1;11.05.31.1;Pharmaceutical- classified- 4
1429;05.3.1;11.05.31.1;Pharmaceutical- classified- 40
1430;05.3.1;11.05.31.1;Pharmaceutical- classified- 41
1431;05.3.1;11.05.31.1;Pharmaceutical- classified- 42
1432;05.3.1;11.05.31.1;Pharmaceutical- classified- 43
1433;05.3.1;11.05.31.1;Pharmaceutical- classified- 44
1434;05.3.1;11.05.31.1;Pharmaceutical- classified- 45
1435;05.3.1;11.05.31.1;Pharmaceutical- classified- 46
1436;05.3.1;11.05.31.1;Pharmaceutical- classified- 47
1437;05.3.1;11.05.31.1;Pharmaceutical- classified- 48
1438;05.3.1;11.05.31.1;Pharmaceutical- classified- 49
1439;05.3.1;11.05.31.1;Pharmaceutical- classified- 5
1440;05.3.1;11.05.31.1;Pharmaceutical- classified- 50
1441;05.3.1;11.05.31.1;Pharmaceutical- classified- 51
1442;05.3.1;11.05.31.1;Pharmaceutical- classified- 52
1443;05.3.1;11.05.31.1;Pharmaceutical- classified- 53
1444;05.3.1;11.05.31.1;Pharmaceutical- classified- 54
1445;05.3.1;11.05.31.1;Pharmaceutical- classified- 55
1446;05.3.1;11.05.31.1;Pharmaceutical- classified- 56
1447;05.3.1;11.05.31.1;Pharmaceutical- classified- 57
1448;05.3.1;11.05.31.1;Pharmaceutical- classified- 58
1449;05.3.1;11.05.31.1;Pharmaceutical- classified- 59
1450;05.3.1;11.05.31.1;Pharmaceutical- classified- 6
1451;05.3.2;11.05.32.1;Pharmaceutical- classified- 60
1452;05.3.2;11.05.32.1;Pharmaceutical- classified- 61
1453;05.3.2;11.05.32.1;Pharmaceutical- classified- 62
1454;05.3.2;11.05.32.1;Pharmaceutical- classified- 63
1455;05.3.2;11.05.32.1;Pharmaceutical- classified- 64
1456;05.3.2;11.05.32.1;Pharmaceutical- classified- 65
1457;05.3.2;11.05.32.1;Pharmaceutical- classified- 66
1458;05.3.2;11.05.32.1;Pharmaceutical- classified- 67
1459;05.3.2;11.05.32.1;Pharmaceutical- classified- 68
1460;05.3.2;11.05.32.1;Pharmaceutical- classified- 69
1461;05.3.2;11.05.32.1;Pharmaceutical- classified- 7
1462;05.3.2;11.05.32.1;Pharmaceutical- classified- 70
1463;05.3.2;11.05.32.1;Pharmaceutical- classified- 71
1464;05.3.2;11.05.32.1;Pharmaceutical- classified- 72
1465;05.3.2;11.05.32.1;Pharmaceutical- classified- 73
1466;05.3.2;11.05.32.1;Pharmaceutical- classified- 74
1467;05.3.2;11.05.32.1;Pharmaceutical- classified- 75
1468;05.3.2;11.05.32.1;Pharmaceutical- classified- 8
1469;05.3.2;11.05.32.1;Pharmaceutical- classified- 9
1470;05.3.2;11.05.32.1;Pravastatin
1471;05.3.2;11.05.32.1;Ramipril- type 1
1472;05.3.2;11.05.32.1;Ramipril- type 2
1473;05.3.3;11.05.33.1;Ramipril- type 3
1474;05.3.3;11.05.33.1;Ranitidine- type 1
1475;05.3.3;11.05.33.1;Ranitidine- type 2
1476;05.3.3;11.05.33.1;Salbutamol- type 1
1477;05.3.3;11.05.33.1;Salbutamol- type 2
1478;05.3.3;11.05.33.1;Sertraline- type 1
1479;05.3.3;11.05.33.1;Sertraline- type 2
1480;05.4.1;11.05.41.1;Simvastatin- type 1
1481;05.4.1;11.05.41.1;Simvastatin- type 2
1482;05.4.1;11.05.41.1;Simvastatin- type 3
1483;05.4.1;11.05.41.1;Terbinafine
1484;05.4.1;11.05.41.1;Timolol
1485;05.4.1;11.05.41.1;Tramadol- type 1
1486;05.4.1;11.05.41.1;Tramadol- type 2
1487;05.4.1;11.05.41.1;Zolpidem- type 1
1488;05.4.1;11.05.41.1;Zolpidem- type 2
1489;05.4.1;11.05.41.1;Absorbent cotton wool- BL
1490;05.4.1;11.05.41.1;Blister plasters- for heel- SB
1491;05.4.1;11.05.41.1;Condom- fine- SB
1492;05.4.1;11.05.41.1;Condom- SB
1493;05.4.1;11.05.41.1;Condom- small package- WKB
1494;05.4.1;11.05.41.1;Condom- WKB
1495;05.4.1;11.05.41.1;Digital stick thermometer- WKB
1496;05.4.1;11.05.41.1;Disinfectant gel hand wash- WKB
1497;05.4.1;11.05.41.1;Fixation tape- WKB
1498;05.4.1;11.05.41.1;Joint bandage- WKB
1499;05.4.1;11.05.41.1;Knee support- WKB
1500;05.4.1;11.05.41.1;Pads for incontinence- SB
1501;05.4.1;11.05.41.1;Plaster strips- WKB
1502;05.4.1;11.05.41.1;Plaster- elastic- WKB
1503;05.4.1;11.05.41.1;Plaster- textile- standard- WKB
1504;05.4.1;11.05.41.1;Pregnancy test- SB
1505;05.4.1;11.05.41.1;Pregnancy test- WKB
1506;05.4.1;11.05.41.1;Soaking solution for contact lenses- SB
1507;05.4.1;11.05.41.1;Wrist support- WKB
1508;05.4.1;11.05.41.1;Automatic blood pressure monitor- upper arm- SB1
1509;05.4.1;11.05.41.1;Automatic blood pressure monitor- upper arm- SB2
1510;05.4.1;11.05.41.1;Automatic blood pressure monitor- upper arm- SB3
1511;05.4.1;11.05.41.1;Automatic blood pressure monitor- wrist- SB
1512;05.4.1;11.05.41.1;Bifocal lenses- plastic- WKB
1513;05.4.1;11.05.41.1;Contact lenses- monthly continuous- SB
1514;05.4.1;11.05.41.1;Contact lenses- monthly disposable- SB
1515;05.4.1;11.05.41.1;Contact lenses- soft- daily disposable- SB
1516;05.4.1;11.05.41.1;Contact lenses- soft- permanent- WKB
1517;05.4.1;11.05.41.1;Infrared lamp- SB
1518;05.4.1;11.05.41.1;Inhaler- SB
1519;05.4.1;11.05.41.1;Progressive lenses- plastic- WKB
1520;05.4.1;11.05.41.1;Single vision lenses- plastic- 1.6 (ne)- WKB
1521;05.5.1;11.05.51.1;Single vision lenses- plastic- 1.67 (ne)- WKB
1522;05.5.1;11.05.51.1;Spectacle set (= lenses + frame)- individually modulated- WKB
1523;05.5.1;11.05.51.1;Spectacle set (= lenses + frame)- reading glasses- BL
1524;05.5.1;11.05.51.1;Cardiologist- private patient
1525;05.5.1;11.05.51.1;Cardiologist- public patient
1526;05.5.1;11.05.51.1;Cardiologist: stress test ECG- private patient
1527;05.5.1;11.05.51.1;Cardiologist: stress test ECG- public patient
1528;05.5.1;11.05.51.1;Ear specialist (Otologist)- private patient
1529;05.5.1;11.05.51.1;Ear specialist (Otologist)- public patient
1530;05.5.1;11.05.51.1;Eye specialist (Ophthalmologist)- private patient
1531;05.5.2;11.05.52.1;Eye specialist (Ophthalmologist)- public patient
1532;05.5.2;11.05.52.1;Eye specialist (Ophthalmologist): laser eye surgery- private patient
1533;05.5.2;11.05.52.1;General practitioner- private patient
1534;05.5.2;11.05.52.1;General practitioner- public patient
1535;05.5.2;11.05.52.1;Gyneacologist- private patient
1536;05.5.2;11.05.52.1;Gyneacologist- public patient
1537;05.5.2;11.05.52.1;Internist- private patient
1538;05.5.2;11.05.52.1;Internist- public patient
1539;05.5.2;11.05.52.1;Orthopedist- private patient
1540;05.5.2;11.05.52.1;Orthopedist- public patient
1541;05.5.2;11.05.52.1;Psychiatrist: individual therapy- private patient
1542;05.5.2;11.05.52.1;Psychiatrist: individual therapy- public patient
1543;05.5.2;11.05.52.1;Dentist/oral hygienist: oral hygiene (prophylaxe)- private patient
1544;05.5.2;11.05.52.1;Dentist: extraction of a tooth- private patient
1545;05.5.2;11.05.52.1;Dentist: extraction of a tooth- public patient
1546;05.5.2;11.05.52.1;Dentist: metal and porcelain crown- private patient
1547;05.5.2;11.05.52.1;Dentist: plastic filling- private patient
1548;05.5.2;11.05.52.1;Dentist: plastic filling- public patient
1549;05.5.2;11.05.52.1;Dentist: scaling- private patient
1550;05.6.1;11.05.61.1;Dentist: scaling- public patient
1551;05.6.1;11.05.61.1;Dentist: silver amalgam filling- private patient
1552;05.6.1;11.05.61.1;Dentist: silver amalgam filling- public patient
1553;05.6.1;11.05.61.1;Dentist: tooth whitening- private patient
1554;05.6.1;11.05.61.1;Acupuncturist: manual treatment- private patient
1555;05.6.1;11.05.61.1;Laboratory: Complete Blood Count (Hemogram)- private patient
1556;05.6.1;11.05.61.1;Laboratory: Complete Blood Count (Hemogram)- public patient
1557;05.6.1;11.05.61.1;Laboratory: Glucose- private patient
1558;05.6.1;11.05.61.1;Laboratory: Glucose- public patient
1559;05.6.1;11.05.61.1;Laboratory: Lipoprotein analysis package- private patient
1560;05.6.1;11.05.61.1;Laboratory: Lipoprotein analysis package- public patient
1561;05.6.1;11.05.61.1;Laboratory: PSA- private patient
1562;05.6.1;11.05.61.1;Laboratory: PSA- public patient
1563;05.6.1;11.05.61.1;Laboratory: Uric Acid- private patient
1564;05.6.1;11.05.61.1;Laboratory: Uric Acid- public patient
1565;05.6.1;11.05.61.1;Laboratory: Urinalysis- private patient
1566;05.6.1;11.05.61.1;Laboratory: Urinalysis- public patient
1567;05.6.1;11.05.61.1;Mammogram- private patient
1568;05.6.1;11.05.61.1;Mammogram- public patient
1569;05.6.1;11.05.61.1;Nurse: injection- influenza vaccine included- private patient
1570;05.6.1;11.05.61.1;Nurse: injection- influenza vaccine included- public patient
1571;05.6.1;11.05.61.1;Nurse: injection- service only- private patient
1572;05.6.1;11.05.61.1;Nurse: injection- service only- public patient
1573;05.6.1;11.05.61.1;Physiotherapist: individual therapy- private patient
1574;05.6.1;11.05.61.1;Physiotherapist: individual therapy- public patient
1575;05.6.1;11.05.61.1;Speech therapist: individual therapy- private patient
1576;05.6.1;11.05.61.1;Speech therapist: individual therapy- public patient
1577;05.6.1;11.05.61.1;Thorax X-ray- private patient
1578;05.6.1;11.05.61.1;Thorax X-ray- public patient
1579;05.6.1;11.05.61.1;Motor car diesel SB1
1580;05.6.1;11.05.61.1;Motor car diesel SB10
1581;05.6.1;11.05.61.1;Motor car diesel SB11
1582;05.6.1;11.05.61.1;Motor car diesel SB12
1583;05.6.1;11.05.61.1;Motor car diesel SB13
1584;05.6.1;11.05.61.1;Motor car diesel SB14
1585;05.6.1;11.05.61.1;Motor car diesel SB15
1586;05.6.1;11.05.61.1;Motor car diesel SB16
1587;05.6.1;11.05.61.1;Motor car diesel SB17
1588;05.6.1;11.05.61.1;Motor car diesel SB18
1589;05.6.1;11.05.61.1;Motor car diesel SB19
1590;05.6.1;11.05.61.1;Motor car diesel SB2
1591;05.6.1;11.05.61.1;Motor car diesel SB20
1592;05.6.1;11.05.61.1;Motor car diesel SB21
1593;05.6.1;11.05.61.1;Motor car diesel SB22
1594;05.6.1;11.05.61.1;Motor car diesel SB23
1595;05.6.1;11.05.61.1;Motor car diesel SB24
1596;05.6.1;11.05.61.1;Motor car diesel SB25
1597;05.6.1;11.05.61.1;Motor car diesel SB26
1598;05.6.1;11.05.61.1;Motor car diesel SB27
1599;05.6.1;11.05.61.1;Motor car diesel SB28
1600;05.6.1;11.05.61.1;Motor car diesel SB3
1601;05.6.1;11.05.61.1;Motor car diesel SB4
1602;05.6.2;11.05.62.1;Motor car diesel SB5
1603;05.6.2;11.05.62.1;Motor car diesel SB6
1604;05.6.2;11.05.62.1;Motor car diesel SB7
1605;05.6.2;11.05.62.1;Motor car diesel SB8
1606;05.6.2;11.05.62.1;Motor car diesel SB9
1607;05.6.2;11.05.62.2;Motor car- petrol- <1-200cc- SB1
1608;05.6.2;11.05.62.2;Motor car- petrol- <1-200cc- SB10
1609;05.6.2;11.05.62.2;Motor car- petrol- <1-200cc- SB11
1610;05.6.2;11.05.62.2;Motor car- petrol- <1-200cc- SB12
1611;05.6.2;11.05.62.2;Motor car- petrol- <1-200cc- SB13
1612;05.6.2;11.05.62.2;Motor car- petrol- <1-200cc- SB14
1613;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB15
1614;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB16
1615;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB17
1616;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB18
1617;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB2
1618;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB3
1619;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB4
1620;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB5
1621;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB6
1622;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB7
1623;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB8
1624;06.1.1;11.06.11.1;Motor car- petrol- <1-200cc- SB9
1625;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB1
1626;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB10
1627;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB11
1628;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB12
1629;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB13
1630;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB14
1631;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB15
1632;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB16
1633;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB17
1634;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB18
1635;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB19
1636;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB2
1637;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB20
1638;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB21
1639;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB22
1640;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB23
1641;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB24
1642;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB3
1643;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB4
1644;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB5
1645;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB6
1646;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB7
1647;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB8
1648;06.1.1;11.06.11.1;Motor car- petrol- 1-200 - 1-699cc- SB9
1649;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB1
1650;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB10
1651;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB11
1652;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB12
1653;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB13
1654;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB14
1655;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB15
1656;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB16
1657;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB17
1658;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB18
1659;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB2
1660;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB3
1661;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB4
1662;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB5
1663;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB6
1664;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB7
1665;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB8
1666;06.1.1;11.06.11.1;Motor car- petrol- 1-700 - 2-999cc- SB9
1667;06.1.1;11.06.11.1;Motor car- petrol- >3-000cc- SB1
1668;06.1.1;11.06.11.1;Motor car- petrol- >3-000cc- SB2
1669;06.1.1;11.06.11.1;Motor car- petrol- >3-000cc- SB3
1670;06.1.1;11.06.11.1;Motor car- petrol- >3-000cc- SB4
1671;06.1.1;11.06.11.1;Motor car- petrol- >3-000cc- SB5
1672;06.1.1;11.06.11.1;Motor car- petrol- >3-000cc- SB6
1673;06.1.1;11.06.11.1;Motorcycle- 125 cc- SB
1674;06.1.1;11.06.11.1;Motorcycle- naked bike- SB1
1675;06.1.1;11.06.11.1;Motorcycle- naked bike- SB2
1676;06.1.1;11.06.11.1;Motorcycle- naked bike- SB3
1677;06.1.1;11.06.11.1;Motorcycle- naked bike- SB4
1678;06.1.1;11.06.11.1;Motorcycle- naked bike- SB5
1679;06.1.1;11.06.11.1;Motorcycle- scooter- SB1
1680;06.1.1;11.06.11.1;Motorcycle- scooter- SB2
1681;06.1.1;11.06.11.1;Motorcycle- scooter- SB3
1682;06.1.1;11.06.11.1;Motorcycle- scooter- SB4
1683;06.1.1;11.06.11.1;Motorcycle- scooter- SB5
1684;06.1.1;11.06.11.1;Motorcycle- super sport- SB1
1685;06.1.1;11.06.11.1;Motorcycle- super sport- SB2
1686;06.1.1;11.06.11.1;Motorcycle- super sport- SB3
1687;06.1.1;11.06.11.1;Motorcycle- super sport- SB4
1688;06.1.1;11.06.11.1;Motorcycle- super sport- SB5
1689;06.1.1;11.06.11.1;Bicycle for children- 7 gears- WKB
1690;06.1.1;11.06.11.1;Bicycle for children- BL
1691;06.1.1;11.06.11.1;Bicycle for children- no gears- WKB
1692;06.1.1;11.06.11.1;City bicycle for men- WKB
1693;06.1.1;11.06.11.1;Hybrid bicycle- SB1
1694;06.1.1;11.06.11.1;Hybrid bicycle- SB2
1695;06.1.1;11.06.11.1;Mountain bicycle- hardtail- disc brakes- WKB
1696;06.1.1;11.06.11.1;Mountain bicycle- hardtail- V-brakes- WKB
1697;06.1.1;11.06.11.1;Mountain bicycle- SB1
1698;06.1.1;11.06.11.1;Mountain bicycle- SB2
1699;06.1.1;11.06.11.1;Mountain bicycle- SB3
1700;06.1.1;11.06.11.1;Mountain bicycle- SB4
1701;06.1.1;11.06.11.1;All purpose tyre- SB3
1702;06.1.1;11.06.11.1;All seasons tyre- SB1
1703;06.1.1;11.06.11.1;All seasons tyre- SB2
1704;06.1.1;11.06.11.1;Car battery-  56 Ah- SB
1705;06.1.1;11.06.11.1;Car battery-  60 Ah- SB
1706;06.1.1;11.06.11.1;Car battery- SB
1707;06.1.1;11.06.11.1;Car battery- WKB- 55 Ah
1708;06.1.1;11.06.11.1;Car battery- WKB- 62 Ah
1709;06.1.1;11.06.11.1;Summer tyre- SB1
1710;06.1.1;11.06.11.1;Summer tyre- SB2
1711;06.1.1;11.06.11.1;Summer tyre- SB3
1712;06.1.1;11.06.11.1;Summer tyre- SB4
1713;06.1.1;11.06.11.1;Summer tyre- SB5
1714;06.1.1;11.06.11.1;Summer tyre- SB6
1715;06.1.1;11.06.11.1;Summer tyre- SB7
1716;06.1.1;11.06.11.1;Summer tyre- WKB- 175/65 R14 (82) T
1717;06.1.1;11.06.11.1;Summer tyre- WKB- 185/65 R14 (86) T
1718;06.1.1;11.06.11.1;Summer tyre- WKB- 185/65 R15 (88) H
1719;06.1.1;11.06.11.1;Winter tyre- SB1
1720;06.1.1;11.06.11.1;Winter tyre- SB2
1721;06.1.1;11.06.11.1;Winter tyre- WKB
1722;06.1.1;11.06.11.1;Diesel- normal
1723;06.1.1;11.06.11.1;LPG
1724;06.1.1;11.06.11.1;Petrol- 95 octane
1725;06.1.1;11.06.11.1;Petrol- 98 octane
1726;06.1.1;11.06.11.1;Car wash- with wax
1727;06.1.1;11.06.11.1;Car wash- without wax
1728;06.1.1;11.06.11.1;Change of oil- NOT authorised SB- total service
1729;06.1.1;11.06.11.1;Change of wheels- total service
1730;06.1.1;11.06.11.1;Replacement of brake pads- authorised SB1- hourly rate
1731;06.1.1;11.06.11.1;Replacement of brake pads- authorised SB2- total service
1732;06.1.1;11.06.11.1;Replacement of brake pads- authorised SB3- hourly rate
1733;06.1.1;11.06.11.1;Replacement of brake pads- authorised SB4- hourly rate
1734;06.1.1;11.06.11.1;Replacement of brake pads- authorised SB5- total service
1735;06.1.1;11.06.11.1;Replacement of brake pads- authorised SB6- hourly rate
1736;06.1.1;11.06.11.1;Replacement of brake pads- NOT authorised SB1- total service
1737;06.1.1;11.06.11.1;Replacement of brake pads- NOT authorised SB2- hourly rate
1738;06.1.1;11.06.11.1;Replacement of brake pads- NOT authorised SB3- total service
1739;06.1.1;11.06.11.1;Replacement of end part of exhaust-system- authorised SB- total sevice
1740;06.1.1;11.06.11.1;Replacement of end part of exhaust-system- NOT authorised SB- total service
1741;06.1.1;11.06.11.1;Service at 60000 km- authorised SB1- total service
1742;06.1.1;11.06.11.1;Service at 60000 km- authorised SB2- total service
1743;06.1.1;11.06.11.1;Service at 60000 km- authorised SB3- total service
1744;06.1.1;11.06.11.1;Service for air conditioning- authorised SB1- total service
1745;06.1.1;11.06.11.1;Service for air conditioning- authorised SB2- total service
1746;06.1.1;11.06.11.1;Service for air conditioning- NOT authorised SB- total service
1747;06.1.1;11.06.11.1;Car hire- 1 day- limited mileage- exclude SB
1748;06.1.1;11.06.11.1;Car hire- 1 day- unlimited mileage- exclude SB
1749;06.1.1;11.06.11.1;Car hire- 7 days- limited mileage- exclude SB
1750;06.1.1;11.06.11.1;Car hire- 7 days- unlimited mileage- at airport- SB
1751;06.1.1;11.06.11.1;Car hire- 7 days- unlimited mileage- exclude SB
1752;06.1.1;11.06.11.1;Car hire- 7 days- unlimited mileage- not at airport- SB
1753;06.1.1;11.06.11.1;Driving school- 1 additional lesson
1754;06.1.1;11.06.11.1;Parking charge- indoor car park
1755;06.1.1;11.06.11.1;Parking charge- outdoor
1756;06.1.1;11.06.11.1;Van (5 - 6 m3) hire- 1 day- unlimited mileage
1757;06.1.1;11.06.11.1;Van (7 - 10 m3) hire- 1 day- limited mileage
1758;06.1.1;11.06.11.1;Van (9 - 12 m3) hire- 1 day- unlimited mileage
1759;06.1.1;11.06.11.1;Rail discount card 25 - 30 %
1760;06.1.1;11.06.11.1;Rail discount card 40 - 50 %
1761;06.1.1;11.06.11.1;Rail travel- High-speed train- single ticket- 300 km
1762;06.1.1;11.06.11.1;Rail travel- monthly ticket- approx. 30 km
1763;06.1.1;11.06.11.1;Rail travel- monthly ticket- approx. 60 km
1764;06.1.1;11.06.11.1;Rail travel- return ticket- 2 x 250 km
1765;06.1.1;11.06.11.1;Rail travel- return ticket- 2 x 60 km
1766;06.1.1;11.06.11.1;Rail travel- single ticket- 250 km
1767;06.1.1;11.06.11.1;Rail travel- single ticket- 50 km
1768;06.1.1;11.06.11.1;Rail travel- single ticket- 500 km
1769;06.1.1;11.06.11.1;Rail travel- single ticket- first class- 150 km
1770;06.1.1;11.06.11.1;Urban rail transport- 24 hours or 1 calendar day - several transport types
1771;06.1.1;11.06.11.1;Urban rail transport- multi-trip ticket with change - several transport types
1772;06.1.1;11.06.11.1;Urban rail transport- personal annual ticket
1773;06.1.1;11.06.11.1;Urban rail transport- personal monthly ticket - several transport types
1774;06.1.1;11.06.11.1;Urban rail transport- single ticket with change - several transport types
1775;06.1.1;11.06.11.1;Urban rail transport- single ticket without change
1776;06.1.1;11.06.11.1;Urban rail transport- transferable monthly ticket
1777;06.1.1;11.06.11.1;Coach- monthly ticket- approx. 35 km
1778;06.1.1;11.06.11.1;Coach- monthly ticket- approx. 50 km
1779;06.1.1;11.06.11.1;Coach- return ticket- 2 x approx. 200 km
1780;06.1.1;11.06.11.1;Coach- return ticket- 2 x approx. 50 km
